Vehicle_ID,Manufacturer,Model,Year,Battery_Type,Battery_Capacity_kWh,Range_km,Charging_Type,Charge_Time_hr,Price_USD,Color,Country_of_Manufacture,Safety_Rating,Units_Sold_2024,Warranty_Years,Cost_Per_Km,Estimated_Revenue
1467,Chevrolet,"Equinox EV",2024,Lead-acid,76.50,267,"Plug-in Hydrogen Refueling",3.90,119073.94,"Lime Green",Italy,5.0,4958,3,445.97,590368594.52
1468,Lotus,Eletre,2018,Sodium-ion,128.10,115,"Vehicle-to-Load (V2L)",11.90,81372.86,"Cobalt Blue",France,3.0,18624,5,707.59,1515488144.64
1469,Canoo,"Lifestyle Vehicle",2025,Calcium-ion,68.10,373,CHAdeMO,10.60,40221.01,"Lime Green",Argentina,3.0,17242,4,107.83,693490654.42
1470,Ferrari,"Roma PHEV",2022,"Nickel-metal hydride",118.50,433,"Solar Charging",10.30,30807.31,"Forest Green",Poland,3.0,6362,4,71.15,195996106.22
1471,Mini,"Mini Aceman",2020,Calcium-ion,72.60,106,"Level 2 Charging",6.20,89504.17,"Ruby Red",Netherlands,3.0,13731,3,844.38,1228981758.27
1472,Citroen,Ami,2025,"Nickel-metal hydride",145.60,175,"Mobile Charging",10.10,119305.30,"Matte Blue",Ireland,3.0,15060,3,681.74,1796737818.00
1473,"Lucid Motors","Lucid Gravity",2017,Magnesium-ion,58.20,258,"Battery Swapping",10.20,64393.34,"Gun Metal",USA,5.0,13630,3,249.59,877681224.20
1474,Opel,Corsa-e,2020,Solid-state,140.00,553,"Level 1 Charging",8.50,86452.32,Purple,China,3.0,18263,4,156.33,1578878720.16
1475,Hyundai,"Ioniq 7 (upcoming)",2018,"Flow batteries",41.60,375,"Overhead Pantograph Charging",1.40,72201.03,"Metallic Silver",Spain,4.0,16675,3,192.54,1203952175.25
1476,Fisker,"Pear (upcoming)",2023,Lithium-titanate,30.30,477,CCS,4.20,130220.14,Gold,Portugal,5.0,3832,4,273.00,499003576.48
1477,BMW,iX3,2022,Calcium-ion,81.50,125,"Solar Charging",0.60,59499.59,Titanium,USA,4.0,602,3,476.00,35818753.18
1478,Cadillac,"Optiq (upcoming)",2023,"Nickel-metal hydride",43.20,511,"Level 1 Charging",8.30,100627.96,Cream,Netherlands,4.0,17825,5,196.92,1793693387.00
1479,XPeng,G9,2025,Lithium-titanate,116.70,437,"Vehicle-to-Home (V2H)",6.60,31493.71,Cream,Hungary,4.0,9256,5,72.07,291505779.76
1480,Zeekr,"Zeekr X",2018,Lithium-titanate,50.80,469,"Vehicle-to-Grid (V2G)",2.00,36659.25,"Metallic Silver",Ireland,0.0,16620,3,78.16,609276735.00
1481,Citroen,Ã«-Spacetourer,2022,Lithium-ion,85.70,594,"Vehicle-to-Load (V2L)",11.90,35107.21,"Pearl White",Japan,3.0,17722,5,59.10,622169975.62
1482,Canoo,MPDV,2025,Aluminum-ion,147.30,543,"Ultra-Fast Charging (350 kW+)",1.40,53963.06,"Rose Gold",Sweden,4.0,18138,4,99.38,978781982.28
1483,Lamborghini,"Revuelto (PHEV)",2020,"Nickel-metal hydride",124.00,223,NACS,8.10,43372.61,"Ruby Red",Thailand,5.0,5207,3,194.50,225841180.27
1484,Nissan,Ariya,2018,Zinc-air,137.60,447,"Level 1 Charging",6.00,144236.76,Turquoise,Portugal,5.0,4508,5,322.68,650219314.08
1485,"Lucid Motors","Lucid Air",2022,Magnesium-ion,28.30,299,"DC Fast Charging (DCFC)",10.00,98675.39,"Volcanic Yellow",Belgium,4.0,13375,3,330.02,1319783341.25
1486,"Li Auto",L8,2018,Sodium-ion,111.40,395,"Plug-in Hydrogen Refueling",11.10,73596.25,White,Italy,3.0,12254,4,186.32,901848447.50
1487,Canoo,MPDV,2022,Lithium-ion,48.10,298,"Plug-in Hydrogen Refueling",1.10,141375.16,Blue,Thailand,3.0,12155,3,474.41,1718415069.80
1488,Volkswagen,ID.Buzz,2023,Aluminum-ion,103.30,431,"Vehicle-to-Grid (V2G)",3.60,30961.71,"Matte White",Israel,5.0,3875,3,71.84,119976626.25
1489,BMW,iX3,2018,"Flow batteries",23.70,286,CHAdeMO,0.80,61475.08,"Pearl White",Denmark,5.0,19577,4,214.95,1203497641.16
1490,Volvo,"XC40 Recharge",2024,"Flow batteries",127.20,596,"Plug-in Hydrogen Refueling",1.00,104793.72,"Matte White",Vietnam,4.0,9675,5,175.83,1013879241.00
1491,Rimac,Nevera,2019,"Flow batteries",96.80,170,"Level 2 Charging",4.20,119659.99,"Gun Metal","Czech Republic",0.0,18266,3,703.88,2185709377.34
1492,Acura,"ZDX (with GM Ultium)",2023,Zinc-air,70.60,422,"Overhead Pantograph Charging",6.60,64007.22,Titanium,"Czech Republic",3.0,19566,5,151.68,1252365266.52
1493,BYD,"Tang EV",2016,Nickel-manganese-cobalt,100.10,126,"Mobile Charging",8.50,75586.34,"Forest Green",Indonesia,5.0,13862,3,599.89,1047777845.08
1494,Geely,"Geometry A",2019,Nickel-manganese-cobalt,132.30,178,"Vehicle-to-Grid (V2G)",10.90,78732.60,Gray,Denmark,3.0,12270,3,442.32,966049002.00
1495,Skoda,Enyaq,2016,Nickel-manganese-cobalt,50.00,471,"DC Fast Charging (DCFC)",5.40,127075.60,Purple,Vietnam,4.0,4225,3,269.80,536894410.00
1496,Honda,"Honda Prologue",2016,"Lithium-iron phosphate",51.90,267,"Solar Charging",5.60,61841.79,"Cosmic Purple",India,5.0,10481,5,231.62,648163800.99
1497,Changan,Q05,2015,Sodium-ion,113.90,163,"DC Fast Charging (DCFC)",9.20,141888.71,"Emerald Green",Singapore,5.0,13258,5,870.48,1881160517.18
1498,Rivian,R1S,2020,Nickel-cobalt-aluminum,135.10,383,"Ultra-Fast Charging (350 kW+)",2.70,68672.30,"Gun Metal",Russia,3.0,12263,5,179.30,842128414.90
1499,Changan,SL03,2017,"Lithium-iron phosphate",149.20,455,"Vehicle-to-Load (V2L)",10.20,126154.66,Green,"Saudi Arabia",3.0,5372,3,277.26,677702833.52
1500,Cadillac,Celestiq,2021,Nickel-manganese-cobalt,51.40,197,CHAdeMO,8.40,102444.53,"Aurora Blue",Switzerland,4.0,9473,4,520.02,970457032.69
1501,Chevrolet,"Bolt EUV",2023,Aluminum-ion,37.30,222,NACS,9.90,142172.56,"Sunset Orange",India,4.0,15512,3,640.42,2205380750.72
1502,GMC,"Hummer EV Pickup",2018,Lithium-titanate,89.50,273,CHAdeMO,1.00,58595.82,"Midnight Black",Germany,0.0,13870,5,214.64,812724023.40
1503,"Lucid Motors","Lucid Air",2017,Lead-acid,56.30,170,"Inductive (Wireless) Charging",11.60,89357.28,Red,Ireland,0.0,15835,4,525.63,1414972528.80
1504,Canoo,Pickup,2016,Sodium-ion,129.60,453,"Mobile Charging",2.00,76680.48,"Candy Apple Red",Hungary,0.0,18058,3,169.27,1384696107.84
1505,Jaguar,I-PACE,2015,Lithium-titanate,128.20,503,"Solar Charging",11.80,55613.29,Charcoal,Norway,3.0,4203,4,110.56,233742657.87
1506,Geely,"Geometry C",2022,"Lithium-iron phosphate",46.50,138,"Vehicle-to-Grid (V2G)",10.70,90747.84,Silver,Thailand,0.0,14514,3,657.59,1317114149.76
1507,Rivian,"EDV (Electric Delivery Van)",2020,Lithium-ion,50.90,508,"Level 2 Charging",4.40,67583.03,"Sapphire Blue",Turkey,0.0,1231,5,133.04,83194709.93
1508,"Great Wall Motors","ORA Ballet Cat",2019,Lithium-titanate,27.00,559,"Vehicle-to-Load (V2L)",3.60,111047.70,Brown,"New Zealand",4.0,4512,4,198.65,501047222.40
1509,Ferrari,"SF90 Stradale (PHEV)",2021,Calcium-ion,40.80,531,"Level 2 Charging",3.30,78580.56,"Cobalt Blue",Turkey,4.0,8597,4,147.99,675557074.32
1510,Renault,"Megane E-Tech",2019,Zinc-air,78.20,261,"Vehicle-to-Load (V2L)",7.90,55063.89,"Matte Black",Switzerland,5.0,18819,5,210.97,1036247345.91
1511,Dacia,"Bigster EV (upcoming)",2024,Magnesium-ion,30.10,406,"Vehicle-to-Grid (V2G)",0.90,118811.14,Purple,Hungary,5.0,6800,3,292.64,807915752.00
1512,Canoo,Pickup,2021,Lithium-sulfur,48.10,167,"Ultra-Fast Charging (350 kW+)",11.70,60871.19,Beige,France,5.0,17487,5,364.50,1064454499.53
1513,Audi,e-tron,2020,Zinc-air,57.50,577,"Mobile Charging",3.10,31954.04,"Ice Silver",China,3.0,4504,3,55.38,143920996.16
1514,Canoo,MPDV,2023,Lithium-titanate,139.00,580,"Vehicle-to-Load (V2L)",4.00,129205.31,"Emerald Green",Netherlands,4.0,2104,5,222.77,271847972.24
1515,Opel,"Grandland Electric",2023,"Nickel-metal hydride",138.20,165,"Inductive (Wireless) Charging",5.70,107155.20,"Ruby Red","New Zealand",4.0,2208,4,649.43,236598681.60
1516,Lotus,Eletre,2021,Lithium-titanate,30.00,474,"Inductive (Wireless) Charging",8.50,60650.14,"Ruby Red",Argentina,5.0,8880,4,127.95,538573243.20
1517,Nissan,Ariya,2023,Nickel-cobalt-aluminum,109.30,419,"Battery Swapping",7.00,125613.57,"Metallic Silver","Saudi Arabia",4.0,5051,3,299.79,634474142.07
1518,XPeng,P7,2015,Calcium-ion,90.60,393,CHAdeMO,5.30,76102.93,Gray,USA,5.0,14733,5,193.65,1121224467.69
1519,MG,"MG ES5",2019,Sodium-ion,84.90,574,"Plug-in Hydrogen Refueling",4.20,120192.95,Teal,Russia,3.0,224,3,209.40,26923220.80
1520,NIO,EL7,2020,Lead-acid,122.30,312,CHAdeMO,3.80,36898.78,Red,Indonesia,4.0,9913,4,118.27,365777606.14
1521,Audi,"A6 e-tron (upcoming)",2024,Zinc-air,81.40,251,"Level 1 Charging",2.20,131763.61,"Metallic Silver",Denmark,0.0,7647,4,524.95,1007596325.67
1522,Canoo,Pickup,2015,Lithium-titanate,28.30,110,"Ultra-Fast Charging (350 kW+)",5.20,35469.82,"Sapphire Blue",Poland,5.0,13474,3,322.45,477920354.68
1523,Porsche,Taycan,2020,Lithium-titanate,26.30,413,"Ultra-Fast Charging (350 kW+)",0.80,103045.60,Bronze,China,4.0,2169,5,249.51,223505906.40
1524,"Great Wall Motors","ORA Ballet Cat",2022,Calcium-ion,129.80,520,"Vehicle-to-Load (V2L)",2.10,62728.32,Charcoal,"United Arab Emirates",5.0,431,4,120.63,27035905.92
1525,Rimac,Nevera,2022,"Lithium-iron phosphate",66.00,494,"Plug-in Hydrogen Refueling",9.10,89057.16,"Graphite Gray",USA,5.0,8231,5,180.28,733029483.96
1526,Nissan,Ariya,2024,Calcium-ion,101.60,380,"Level 2 Charging",2.10,147910.92,White,Netherlands,3.0,7643,3,389.24,1130483161.56
1527,Fisker,Ocean,2020,Lead-acid,56.40,530,"Level 1 Charging",5.90,131326.08,Charcoal,Japan,4.0,9361,5,247.79,1229343434.88
1528,Zeekr,"Zeekr 007",2020,Zinc-air,67.50,585,CCS,8.00,38003.24,Brown,Portugal,3.0,16412,5,64.96,623709174.88
1529,Citroen,Ami,2017,Calcium-ion,98.80,502,"Plug-in Hydrogen Refueling",8.50,126717.71,Bronze,France,3.0,14069,3,252.43,1782791461.99
1530,Peugeot,e-3008,2023,Nickel-cobalt-aluminum,113.10,487,"Battery Swapping",2.40,80398.80,"Aurora Blue","Czech Republic",3.0,81,4,165.09,6512302.80
1531,XPeng,G6,2024,"Lithium-iron phosphate",105.40,428,"DC Fast Charging (DCFC)",4.80,147807.12,"Matte Black",UK,4.0,11855,4,345.34,1752253407.60
1532,Ferrari,"Roma PHEV",2021,Zinc-air,91.30,528,"Level 1 Charging",11.20,141342.13,"Forest Green",Italy,4.0,16468,5,267.69,2327622196.84
1533,Nissan,Leaf,2017,"Lithium-iron phosphate",81.30,523,"Level 2 Charging",0.90,127506.17,"Stealth Gray",Vietnam,5.0,14680,3,243.80,1871790575.60
1534,Mini,"Mini Aceman",2019,Magnesium-ion,80.60,328,"Mobile Charging",8.60,38472.16,Burgundy,Malaysia,3.0,17846,5,117.29,686574167.36
1535,GMC,"Hummer EV Pickup",2022,Lithium-titanate,47.30,363,"DC Fast Charging (DCFC)",4.60,37776.24,Champagne,Ireland,5.0,12799,3,104.07,483498095.76
1536,XPeng,X9,2018,Lead-acid,54.30,362,"Vehicle-to-Home (V2H)",5.20,93014.84,Charcoal,Germany,4.0,3564,3,256.95,331504889.76
1537,Jaguar,I-PACE,2025,Calcium-ion,63.40,145,CCS,2.30,98048.69,Burgundy,"Saudi Arabia",3.0,16736,3,676.20,1640942875.84
1538,Canoo,"Lifestyle Vehicle",2025,Calcium-ion,83.50,568,"Plug-in Hydrogen Refueling",5.00,121251.01,"Gun Metal",Japan,4.0,4808,5,213.47,582974856.08
1539,Lamborghini,"Revuelto (PHEV)",2021,Lead-acid,98.90,218,"Ultra-Fast Charging (350 kW+)",3.70,114772.81,"Lime Green",Vietnam,3.0,10360,3,526.48,1189046311.60
1540,"Li Auto",MEGA,2020,Nickel-manganese-cobalt,86.40,311,"Ultra-Fast Charging (350 kW+)",12.00,52921.07,Teal,Malaysia,3.0,5597,5,170.16,296199228.79
1541,Rivian,R1T,2020,Sodium-ion,64.20,121,"Mobile Charging",5.60,138608.20,Teal,Italy,5.0,7295,5,1145.52,1011146819.00
1542,Toyota,"Lexus UX 300e",2019,Lithium-sulfur,25.80,288,"Inductive (Wireless) Charging",1.70,39161.99,Red,Poland,3.0,7432,5,135.98,291051909.68
1543,VinFast,"VF 8",2015,"Lithium-iron phosphate",72.10,327,CCS,4.20,120006.24,Platinum,"Saudi Arabia",4.0,14627,5,366.99,1755331272.48
1544,BMW,iX,2018,"Flow batteries",146.60,511,"Battery Swapping",4.60,91485.37,Gold,Indonesia,0.0,7598,4,179.03,695105841.26
1545,Renault,"Kangoo E-Tech",2019,Calcium-ion,22.80,321,"Inductive (Wireless) Charging",11.30,103578.72,"Aurora Blue",Switzerland,4.0,19080,4,322.68,1976281977.60
1546,BYD,Dolphin,2017,Zinc-air,138.30,442,CHAdeMO,8.10,58022.57,"Graphite Gray",Thailand,0.0,18511,3,131.27,1074055793.27
1547,Pininfarina,Battista,2025,Lithium-sulfur,103.50,520,"Ultra-Fast Charging (350 kW+)",3.10,66010.31,Beige,Argentina,5.0,8108,5,126.94,535211593.48
1548,Zeekr,"Zeekr 007",2015,Nickel-manganese-cobalt,138.30,253,"Solar Charging",9.60,131587.08,"Cosmic Purple",Spain,5.0,11689,5,520.11,1538121378.12
1549,Mazda,MX-30,2025,Nickel-manganese-cobalt,54.80,577,CCS,5.40,83034.41,Pink,USA,4.0,18498,5,143.91,1535970516.18
1550,Audi,"Q4 e-tron",2016,"Lithium-iron phosphate",122.40,253,"Battery Swapping",8.20,76392.48,Blue,Israel,4.0,9430,3,301.95,720381086.40
1551,Peugeot,e-2008,2024,Magnesium-ion,113.50,164,"Plug-in Hydrogen Refueling",3.80,106430.63,"Forest Green",Denmark,5.0,11399,5,648.97,1213202751.37
1552,Nissan,Ariya,2017,Solid-state,92.50,196,"Vehicle-to-Grid (V2G)",4.80,85161.56,"Gun Metal",India,0.0,4572,4,434.50,389358652.32
1553,Peugeot,e-5008,2018,Lithium-sulfur,42.60,586,"Level 2 Charging",2.00,131883.56,Gray,Italy,3.0,2371,3,225.06,312695920.76
1554,Renault,"Kangoo E-Tech",2021,Lead-acid,48.70,315,"Vehicle-to-Load (V2L)",4.60,118844.33,Yellow,"New Zealand",4.0,9046,4,377.28,1075065809.18
1555,Jaguar,I-PACE,2019,Lithium-ion,100.20,208,"Ultra-Fast Charging (350 kW+)",9.40,72055.42,"Sunset Orange",Poland,4.0,1721,3,346.42,124007377.82
1556,Lamborghini,"Lanzador (upcoming EV)",2018,Nickel-manganese-cobalt,117.70,294,"Inductive (Wireless) Charging",1.30,100146.78,"Stealth Gray",Brazil,4.0,11665,5,340.64,1168212188.70
1557,Citroen,Ã«-C4,2025,"Nickel-metal hydride",83.20,324,"Plug-in Hydrogen Refueling",10.30,61524.98,Green,Poland,5.0,10596,3,189.89,651918688.08
1558,Porsche,"Panamera EV",2020,Solid-state,114.70,206,"Battery Swapping",9.50,141043.15,Gold,"United Arab Emirates",3.0,18765,3,684.68,2646674709.75
1559,Subaru,Solterra,2018,"Lithium-iron phosphate",28.60,573,"Overhead Pantograph Charging",3.70,117745.81,"Ice Silver",UK,3.0,11717,3,205.49,1379627655.77
1560,Jaguar,I-PACE,2024,Nickel-manganese-cobalt,88.40,338,"Mobile Charging",3.00,46081.57,"Ice Silver",USA,4.0,14268,4,136.34,657491840.76
1561,Kia,"Niro EV",2015,Lithium-titanate,88.70,291,"Level 2 Charging",1.20,116770.40,"Matte White","New Zealand",4.0,3017,3,401.27,352296296.80
1562,Honda,e:Ny1,2021,Nickel-manganese-cobalt,89.50,187,CCS,11.40,31773.86,"Cobalt Blue","United Arab Emirates",0.0,13283,5,169.91,422052182.38
1563,Lotus,Emeya,2021,Lithium-sulfur,36.80,489,"Vehicle-to-Home (V2H)",10.10,78785.54,"Matte Gray",USA,3.0,8008,5,161.12,630914604.32
1564,Audi,"Q4 e-tron",2019,"Nickel-metal hydride",111.90,200,"Level 1 Charging",5.10,36335.26,"Metallic Silver","South Korea",5.0,10981,5,181.68,398997490.06
1565,Nissan,Ariya,2017,"Nickel-metal hydride",57.50,148,CCS,3.80,48408.30,Cream,Indonesia,5.0,19294,5,327.08,933989740.20
1566,Ford,"Mustang Mach-E",2016,Calcium-ion,72.20,557,"Ultra-Fast Charging (350 kW+)",2.90,118822.63,Charcoal,Italy,0.0,10469,3,213.33,1243954113.47
1567,Jeep,"Grand Cherokee 4xe (PHEV)",2017,"Flow batteries",42.90,290,"Plug-in Hydrogen Refueling",2.10,33303.76,"Lime Green",Finland,5.0,10051,3,114.84,334736091.76
1568,Volvo,"XC40 Recharge",2018,"Lithium-iron phosphate",103.40,286,NACS,6.40,144642.82,Orange,Switzerland,4.0,9283,4,505.74,1342719298.06
1569,Volkswagen,ID.4,2019,"Nickel-metal hydride",85.10,252,"Solar Charging",7.50,81383.62,White,Norway,3.0,1786,5,322.95,145351145.32
1570,"Faraday Future","FF 91",2018,Nickel-cobalt-aluminum,117.50,425,"Vehicle-to-Load (V2L)",7.70,134036.35,"Forest Green",Portugal,5.0,15463,3,315.38,2072604080.05
1571,Fisker,"Pear (upcoming)",2016,Sodium-ion,109.50,296,"Plug-in Hydrogen Refueling",4.80,69901.87,"Rose Gold",China,3.0,16741,3,236.15,1170227205.67
1572,GMC,"Hummer EV SUV",2021,Lithium-sulfur,33.70,342,"Overhead Pantograph Charging",3.00,78518.37,"Matte Blue",Argentina,4.0,14231,5,229.59,1117394923.47
1573,Rimac,Nevera,2020,"Lithium-iron phosphate",93.00,457,"Vehicle-to-Grid (V2G)",2.00,106054.84,"Navy Blue",Singapore,3.0,12722,4,232.07,1349229674.48
1574,Jeep,"Grand Cherokee 4xe (PHEV)",2019,Solid-state,64.00,141,NACS,7.90,133609.35,"Ice Silver",Indonesia,4.0,8894,3,947.58,1188321558.90
1575,Mini,"Mini Cooper SE",2021,Lead-acid,62.70,483,"Vehicle-to-Grid (V2G)",3.30,99330.14,Tan,France,5.0,7745,5,205.65,769311934.30
1576,Cadillac,"Optiq (upcoming)",2025,Solid-state,74.00,281,"Ultra-Fast Charging (350 kW+)",8.20,90011.17,Yellow,Thailand,3.0,957,3,320.32,86140689.69
1577,Nissan,Ariya,2018,Nickel-manganese-cobalt,37.00,130,"Vehicle-to-Load (V2L)",8.40,123001.86,"Navy Blue",USA,4.0,18149,5,946.17,2232360757.14
1578,Nissan,Leaf,2021,Lithium-titanate,55.80,206,CCS,2.00,44698.33,Copper,Thailand,4.0,13004,3,216.98,581257083.32
1579,Rimac,Nevera,2017,Lithium-titanate,95.20,525,NACS,5.00,114303.75,Teal,Thailand,5.0,19171,5,217.72,2191317191.25
1580,Acura,"ZDX (with GM Ultium)",2015,"Lithium-iron phosphate",71.40,393,"Battery Swapping",6.30,109793.25,"Lime Green",Canada,4.0,18584,4,279.37,2040397758.00
1581,Hyundai,"Ioniq 7 (upcoming)",2022,"Flow batteries",23.30,449,"Ultra-Fast Charging (350 kW+)",3.00,56480.84,Orange,Japan,5.0,902,3,125.79,50945717.68
1582,XPeng,G6,2024,Zinc-air,55.40,399,"Level 2 Charging",9.30,39756.46,"Crimson Red",Austria,4.0,15795,5,99.64,627953285.70
1583,"Faraday Future","FF 91",2025,Lithium-sulfur,89.40,151,"Solar Charging",1.00,97602.21,"Cobalt Blue",Spain,0.0,14226,4,646.37,1388489039.46
1584,Cadillac,Lyriq,2015,Solid-state,149.20,565,"DC Fast Charging (DCFC)",1.70,31250.63,Copper,Israel,0.0,816,3,55.31,25500514.08
1585,Subaru,Solterra,2015,"Nickel-metal hydride",88.90,525,"Vehicle-to-Grid (V2G)",10.30,141099.55,Cream,"Saudi Arabia",5.0,1296,3,268.76,182865016.80
1586,Mazda,MX-30,2016,Calcium-ion,120.10,232,"Mobile Charging",4.00,61335.98,Charcoal,"South Korea",0.0,15664,5,264.38,960766790.72
1587,Mini,"Mini Electric",2022,Calcium-ion,142.10,402,CCS,2.90,95225.42,Blue,UK,3.0,16236,3,236.88,1546079919.12
1588,Rivian,R1T,2016,Zinc-air,108.60,574,"Level 1 Charging",12.00,66414.61,"Sunset Orange",USA,4.0,3015,3,115.70,200240049.15
1589,Volkswagen,ID.2all,2023,Nickel-manganese-cobalt,130.60,253,"Mobile Charging",2.10,88149.47,"Ice Silver",China,5.0,12075,4,348.42,1064404850.25
1590,NIO,ES7,2021,"Lithium-iron phosphate",98.70,222,"DC Fast Charging (DCFC)",0.90,106458.26,Magenta,Finland,5.0,9380,3,479.54,998578478.80
1591,Polestar,"Polestar 3",2016,Sodium-ion,56.90,124,"DC Fast Charging (DCFC)",8.70,39888.14,Pink,Switzerland,5.0,6079,4,321.68,242480003.06
1592,Audi,"Q8 e-tron",2023,Lithium-sulfur,125.80,272,NACS,12.00,51060.04,"Ruby Red",Russia,4.0,15943,5,187.72,814050217.72
1593,"Faraday Future","FF 91",2022,Zinc-air,90.60,460,"Battery Swapping",6.50,139788.17,Teal,Vietnam,5.0,7238,3,303.89,1011786774.46
1594,Nissan,Ariya,2016,Zinc-air,148.80,458,"Mobile Charging",5.50,71744.17,"Lime Green",Thailand,3.0,6036,4,156.65,433047810.12
1595,Acura,"ZDX (with GM Ultium)",2022,"Nickel-metal hydride",70.70,168,"Overhead Pantograph Charging",5.20,33106.84,Beige,USA,5.0,8993,3,197.06,297729812.12
1596,Volvo,"XC40 Recharge",2021,Lead-acid,104.30,592,"Vehicle-to-Grid (V2G)",10.40,61281.24,Burgundy,Turkey,0.0,13495,4,103.52,826990333.80
1597,Maserati,"Grecale Folgore",2025,Lithium-sulfur,148.50,511,CCS,6.10,94355.84,White,"New Zealand",4.0,5286,3,184.65,498764970.24
1598,Volvo,"C40 Recharge",2023,"Nickel-metal hydride",43.50,384,CHAdeMO,3.80,94326.00,"Aurora Blue",Hungary,5.0,19513,4,245.64,1840583238.00
1599,Chevrolet,"Bolt EV",2019,Solid-state,25.10,484,"Battery Swapping",5.70,126304.05,"Crimson Red",Argentina,4.0,973,4,260.96,122893840.65
1600,"Lucid Motors","Lucid Gravity",2022,Aluminum-ion,38.90,492,CHAdeMO,11.10,30918.69,Brown,"Czech Republic",4.0,18236,3,62.84,563833230.84
1601,Cadillac,Celestiq,2023,"Lithium-iron phosphate",23.80,574,"Level 1 Charging",10.30,32847.56,Magenta,France,3.0,10909,3,57.23,358334032.04
1602,VinFast,"VFe34 (discontinued)",2016,Aluminum-ion,105.30,247,"Vehicle-to-Load (V2L)",6.90,125984.09,Copper,Italy,5.0,19996,3,510.06,2519177863.64
1603,Nissan,Ariya,2018,Magnesium-ion,64.80,567,"Level 1 Charging",8.20,57281.34,"Matte Gray",Israel,5.0,14569,4,101.03,834531842.46
1604,Polestar,"Polestar 5 (upcoming)",2024,Zinc-air,21.80,516,"Mobile Charging",6.90,144938.60,Champagne,Argentina,0.0,9117,3,280.89,1321405216.20
1605,Ferrari,"Ferrari EV (2025+)",2015,Calcium-ion,74.50,593,"Vehicle-to-Grid (V2G)",7.00,35860.67,Magenta,Brazil,3.0,12362,3,60.47,443309602.54
1606,Renault,"Megane E-Tech",2021,Sodium-ion,74.60,223,"Ultra-Fast Charging (350 kW+)",5.70,62804.21,"Candy Apple Red",Japan,3.0,7296,4,281.63,458219516.16
1607,Mini,"Mini Aceman",2016,Lithium-sulfur,96.40,382,"Level 2 Charging",2.10,56394.24,Black,Turkey,3.0,13034,4,147.63,735042524.16
1608,Toyota,"Lexus RZ",2022,Magnesium-ion,128.90,540,NACS,4.20,135172.73,White,"Saudi Arabia",4.0,5705,3,250.32,771160424.65
1609,Subaru,Solterra,2015,Lithium-sulfur,30.40,463,CHAdeMO,4.00,116417.55,Pink,Belgium,4.0,10332,4,251.44,1202826126.60
1610,Mazda,MX-30,2021,"Nickel-metal hydride",128.40,388,"Plug-in Hydrogen Refueling",0.70,63306.05,Turquoise,Malaysia,5.0,4731,5,163.16,299500922.55
1611,VinFast,"VF 8",2025,Zinc-air,57.80,192,"Ultra-Fast Charging (350 kW+)",10.30,68659.02,"Matte White",Italy,0.0,4581,5,357.60,314526970.62
1612,Zeekr,"Zeekr 007",2017,Aluminum-ion,134.60,416,"DC Fast Charging (DCFC)",5.60,41905.05,Copper,Netherlands,0.0,15204,5,100.73,637124380.20
1613,Opel,Corsa-e,2016,Sodium-ion,109.00,402,NACS,10.80,75893.97,"Electric Blue","New Zealand",4.0,1081,3,188.79,82041381.57
1614,Jaguar,I-PACE,2024,"Nickel-metal hydride",85.00,254,"Overhead Pantograph Charging",0.60,48146.85,Tan,France,3.0,6935,4,189.55,333898404.75
1615,GMC,"Hummer EV Pickup",2022,Zinc-air,83.30,409,"Level 2 Charging",0.50,107535.32,"Midnight Black",Israel,4.0,12339,5,262.92,1326878313.48
1616,Dacia,"Bigster EV (upcoming)",2022,Solid-state,86.80,288,"Overhead Pantograph Charging",11.70,67092.52,"Volcanic Yellow",Malaysia,3.0,9360,4,232.96,627985987.20
1617,Renault,"5 E-Tech",2017,Lithium-titanate,50.50,592,"Plug-in Hydrogen Refueling",8.00,86246.77,Burgundy,"Saudi Arabia",5.0,9435,3,145.69,813738274.95
1618,Geely,"Geometry A",2016,Zinc-air,58.40,487,"Overhead Pantograph Charging",2.80,103713.46,Yellow,UK,4.0,11140,3,212.96,1155367944.40
1619,Fisker,Ocean,2025,Nickel-manganese-cobalt,104.30,488,"Vehicle-to-Grid (V2G)",1.30,33180.33,"Matte Green",Netherlands,3.0,13329,5,67.99,442260618.57
1620,Audi,"A6 e-tron (upcoming)",2015,"Nickel-metal hydride",37.20,135,CCS,5.00,105127.63,"Sky Blue",Malaysia,4.0,6700,4,778.72,704355121.00
1621,Polestar,"Polestar 3",2017,"Lithium-iron phosphate",108.90,163,"Overhead Pantograph Charging",7.20,38593.48,Gray,India,4.0,13568,3,236.77,523636336.64
1622,Mahindra,XUV400,2016,Lithium-sulfur,130.00,410,"Solar Charging",2.70,34805.09,"Racing Red",Belgium,5.0,18500,5,84.89,643894165.00
1623,Ford,"F-150 Lightning",2016,"Lithium-iron phosphate",38.60,323,"Overhead Pantograph Charging",7.40,105164.29,"Rose Gold",India,5.0,8449,3,325.59,888533086.21
1624,Mahindra,XUV400,2025,Nickel-manganese-cobalt,73.70,391,"DC Fast Charging (DCFC)",10.60,70899.27,"Electric Blue","South Africa",5.0,993,4,181.33,70402975.11
1625,"Faraday Future","FF 91",2017,Lithium-titanate,75.60,249,NACS,5.50,133895.84,"Crimson Red",Argentina,4.0,10352,4,537.73,1386089735.68
